存货编码,一级类别,二级类别,存货名称,英文名,规格型号,存货代码,存货大类编码,存货大类名称,主计量单位名称,默认仓库名称
2421031,零配件,,轮轴,"AXLE, WHEEL",∮5×20.5，304不锈钢,,SP02,五金件,个,
2421033,零配件,,"1"" 轮",WHEEL,外径∮25×内径∮5×宽度15，外包PU,,SP04,其它零件,个,
2421035,零配件,,430mm吸尘耙,"DRY PICK-UP TOOL, 430mm",接口内径38mm,,SP05,半成品,个,
2422000,零配件,,单波纹缧旋管,,组件,,SP05,半成品,个,
2423000,零配件,,不锈钢管,,组件,,SP05,半成品,个,
2424000,其他,,说明书及包装材,,组件,,PM01,包装材料,个,
2430000,零配件,,双马达吸水吸尘机机头总成,,220V,,SP05,半成品,套,原材料仓
2430000G,零配件,,双马达吸水吸尘机机头总成,,220V，出德国,,SP05,半成品,套,原材料仓
2430000HK,零配件,,双马达吸水吸尘机机头总成,,220V，出香港,,SP05,半成品,套,原材料仓
2430000P,零配件,,双马达吸水吸尘机机头总成,,"220V,带潜水泵",,SP05,半成品,套,原材料仓
2430001,零配件,,浮球滤网座,CAGE HOUSING,PP发泡，浅灰色,,SP01,塑胶件,个,原材料仓
2430002,零配件,,密封垫,GASKET,"EPDM 30-35度 黑色,单面背SKF胶",,SP01,塑胶件,条,原材料仓
2430004,零配件,,吸力泵座,MOTOR HOUSING,PP发泡，浅灰色,,SP01,塑胶件,个,原材料仓
2430005,零配件,,吸力泵压板,FIXING PLATE,Q235A酸洗板，镀蓝锌,,SP02,五金件,个,原材料仓
2430005-1,零配件,,吸力泵压板,,Q235A酸洗板,,SP02,五金件,个,原材料仓
2430006,零配件,,吸力泵电机罩,MOTOR COVER,PP3015，黑色,,SP01,塑胶件,个,原材料仓
2430007,零配件,,密封垫,GASKET,EPDM橡胶发泡，黑色，单面有胶,,SP01,塑胶件,个,原材料仓
2430008,零配件,,密封垫,GASKET,发泡橡胶，SBR-CW1520，单面有胶，黑色,,SP01,塑胶件,个,原材料仓
2430009,零配件,,上减震垫,"CUSHION, UP",丁腈橡胶，黑色,,SP01,塑胶件,个,原材料仓
2430011,零配件,,机头提手,HANDLE,"PP发泡,浅灰色",,SP01,塑胶件,个,原材料仓
2430012,零配件,,机头罩壳,COVER,PP3015发泡，浅灰色,,SP01,塑胶件,个,原材料仓
2430013,零配件,,电源线,POWER CORD,"国标插头(带护套),H05VV-F,3G/1.0mm?,VDE认证，荧光黄，附图.",,SP03,电子零件,条,原材料仓
2430014,零配件,,封气盘,STOPPING PLATE,"PP1100,浅灰色",,SP01,塑胶件,个,原材料仓
2430015,零配件,,面板开关电线,,"含2条蓝色线，2条棕色线，1.0mm?,附图",,SP03,电子零件,套,原材料仓
2430016,零配件,,接地线,,"含2条黄绿色线,1.0mm?,附图",,SP03,电子零件,套,原材料仓
2430017,零配件,,电源线,,"英式插头(带护套),H05VV-F,3G/1.0mm?,VDE认证，荧光黄色，附图。",,SP03,电子零件,条,原材料仓
2430017G,零配件,,欧标电源线,,"欧标插头(带护套),H05VV-F,3G/1.0mm?,VDE认证，荧光黄色，附图.",,SP03,电子零件,条,原材料仓
2430031,零配件,,EMI元件,,IW80/ID18用,,SP03,电子零件,个,
2430101,零配件,,浮球,Float Ball,PP1100，黑色，iW80用,,SP01,塑胶件,个,原材料仓
2440001,零配件,,潜水泵压片,CLAMP,304不锈钢,,SP02,五金件,个,
2440002,零配件,,水管接头,PIPE JOINT,"PA6,本色",,SP01,塑胶件,个,原材料仓
2440003,零配件,,iW80-P桶身,TANK,加工孔,,SP01,塑胶件,个,原材料仓
2440004,零配件,,机头提手,HANDLE,加工开关槽,,SP01,塑胶件,个,原材料仓
2440005,零配件,,吸力泵座,MOTOR HOUSING,加工孔,,SP01,塑胶件,个,原材料仓
2440006,零配件,,潜水式无堵塞排污泵 不锈钢,SUBMERSIBLE PUMP,型号：WQD7-7-0.55s，220V 50HZ 口径40mm,,SP06,电机,个,
2540002,其他,,备用编号,,,,PM01,包装材料,张,原材料仓
2610006,零配件,,机头总成,,36V，国内,,SP05,半成品,个,
2610100,零配件,,机头,,组件,,SP05,半成品,套,原材料仓
2610101,零配件,,电机底座,"Mounting Base,Motor",PP501(PP+20%云母)，浅灰色(PMS),,SP01,塑胶件,个,
2610102,零配件,,机头壳,"Housing,Vac Head",PP3015，浅灰色(PMS),,SP01,塑胶件,个,
2610104,零配件,,电机罩,"Mounting Cover,Motor",PP501(PP+20%云母)，黑色,,SP01,塑胶件,个,
2610106,零配件,,密封圈,Sealer,兰色橡胶圈,,SP01,塑胶件,个,原材料仓
2610108,零配件,,下消音棉,"Screen,Mounting Base","中波波浪棉(防火), 厚30mm,黑色或灰色",,SP01,塑胶件,个,
2610111,零配件,,手柄,Handle,"聚丙烯PP1100NK,  兰色(PMS)",,SP01,塑胶件,个,
2610117,零配件,,搭扣,Catch,"POM/FM090塑料粒, 兰色(PMS)",,SP01,塑胶件,个,
2610118,零配件,,过滤器,Filter(HEPA),HEPA H13,,SP04,其它零件,个,
2610119,零配件,,过滤器安装架,"Bracket,Filter","PP1100,黑色",,SP01,塑胶件,个,
2610122,零配件,,上消音棉,"Screen,Housing,Vac Head","小波波浪棉黑(防火)，24mm,黑色或灰色",,SP01,塑胶件,个,
2610123,零配件,,电机罩消音棉,"Silencer,Mounting Cover",消音布，,,SP01,塑胶件,个,
2610124,零配件,,电机罩侧消音棉,"Silencer,Mounting Cover",消音布，,,SP01,塑胶件,个,
2610125,零配件,,电源线(出香港),,"H05VV-F3X1.0, 20M含英标头+3条250端子含护套,剥线长度0.4m, 电源线颜色为萤光黄",,SP03,电子零件,条,原材料仓
2610126,零配件,,电源线,Power Cord,"H05VV-F3X0.75, 10M含国标三插+品字头母插",,SP03,电子零件,条,
2610126EU,零配件,,电源线,,"H05VV-F3X0.75, 10M含欧标三插+品字头母插",,SP03,电子零件,条,
2610126HK,零配件,,电源线,,"H05VV-F3X0.75, 10M含英标头+品字头母插",,SP03,电子零件,条,
2610126U,零配件,,电源线,,"SJTW 16/3C, 10M含美标三插+品字头母插",,SP03,电子零件,条,
2610127,零配件,,电源线,,"H05VV-F3X1, 20M含英标头+品字头母插",,SP03,电子零件,条,
2610128,零配件,,插座,Socket,纵豪JR101,,SP03,电子零件,个,
2610129,零配件,,堵,Plug,"聚丙烯PP1100NK,  浅灰色(PMS)",,SP01,塑胶件,个,
2610130,零配件,,密封垫,,EVA发泡(单面带胶) 厚2mm,,SP03,电子零件,个,
2610131,零配件,,电线,,H05VV-F3X0.75,,SP03,电子零件,条,
2610132,零配件,,过滤器,,240g 聚酯,,SP04,其它零件,个,
2610133,零配件,,T型胶塞,Rubber Plug,T型胶塞M9，丁晴橡胶（40-70°），黑色,,SP01,塑胶件,个,
2610135,零配件,,手柄组件,Handle,颜色为兰色，电线长500MM,,SP05,半成品,个,
2610135-1,零配件,,手柄,,"聚丙烯PP1100NK,  兰色(PMS)",,SP01,塑胶件,个,
2610135-2,零配件,,放电公座,,电线长500MM，（带两个安装螺丝）,,SP03,电子零件,个,
2610136,零配件,,电池,"Battery,6.6AH","36V,6.6AH,塑胶盖为兰色",,SP03,电子零件,个,原材料仓
2610136-1,零配件,,电池盒下盖,,"ABS+PC,  兰色(PMS)",,SP01,塑胶件,个,
2610136-2,零配件,,电池盒上盖,,"ABS+PC,  兰色(PMS)",,SP01,塑胶件,个,
2610136-3,零配件,,电池盒提手,,"ABS+PC,  兰色(PMS)",,SP01,塑胶件,个,
2610137,零配件,,电池,"Battery,10.2AH","36V,10.2AH,塑胶盖为兰色",,SP03,电子零件,个,
2610138,零配件,,放电线,,附图,,SP03,电子零件,条,
2610140,零配件,,绕线架,,"聚丙烯PP1100NK,  浅灰色",,SP01,塑胶件,个,
2610300,零配件,,提手组件,Handle Assey,,,SP05,半成品,套,
2610301,零配件,,提手,Handle,"铝管,表面氧化",,SP02,五金件,个,
2610302,零配件,,手把套,"Cover,Handle","PVC,兰色",,SP01,塑胶件,个,
2610303,零配件,,支架,Bracket,"PA6,兰色",,SP01,塑胶件,个,
2610304,零配件,,轴套,Spacer,"Q235-A,表面镀蓝锌",,SP02,五金件,个,
2620200,零配件,,10公升桶身总成,,组件,,SP05,半成品,套,原材料仓
2620201,零配件,,桶身,Tank,"高抗冲PP(PP3015),深灰色(PMS)",,SP01,塑胶件,个,
2620204,零配件,,固定架,"Holder,Combination Tool","PA6,深灰色(PMS)",,SP01,塑胶件,个,
2620207,零配件,,后轮轴,Axle,"POM,深灰色",,SP01,塑胶件,个,
2620209,零配件,,后大轮,Wheel,"PA6,深灰色",,SP01,塑胶件,个,
2630101,零配件,,家俱耙,,"φ32mm,苏州莱尔特 用出口纸箱包装",,SP01,塑胶件,个,原材料仓
2630102,零配件,,长耙,,"φ32mm,苏州莱尔特 用出口纸箱包装",,SP01,塑胶件,个,原材料仓
2630103,零配件,,尘扫,,"φ32mm,苏州莱尔特 用出口纸箱包装",,SP01,塑胶件,个,原材料仓
2630104,零配件,,综合耙总成,,直径32mm 长280mm,,SP05,半成品,个,原材料仓
2630105,零配件,,不锈钢吸管（带护套）,,"不锈钢201 直径32mm,护套为黑色",,SP02,五金件,个,原材料仓
2630106,零配件,,φ32吸管手柄(带放气开关),,"吸管手柄,放气开关黑色, 苏州莱尔特 用出口纸箱包装",,SP01,塑胶件,个,原材料仓
2630107,零配件,,吸尘耙总成,,直径32mm，长300mm，黑色,,SP05,半成品,个,原材料仓
2630108,零配件,,吸力长管（塑料）,,直径35mm，长478mm，PP，浅灰色,,SP05,半成品,个,原材料仓
2630109,零配件,,35mm弧形手柄,,"黑色,DS-353A-K350-BK-2",,SP01,塑胶件,个,原材料仓
2630110,零配件,,35mm全塑地刷,,黑色，DS-294A-K350-BK,,SP05,半成品,个,原材料仓
2630120,零配件,,吸管总成?32,,组件,,SP05,半成品,套,原材料仓
2630121,零配件,,长吸嘴组件,,"32mm,颜色黑色，带螺母及锁紧圈, 苏州莱尔特 用出口纸箱包装",,SP01,塑胶件,个,原材料仓
2630122,零配件,,单波纹螺旋管,,"黑色,内径32*外径40*2000mm",,SP01,塑胶件,个,原材料仓
2630403,其他,,吸尘机说明书,,国内,,PM01,包装材料,本,
2630403EU,其他,,吸尘机说明书,,国外，220V，英文,,PM01,包装材料,本,
2630403KT,其他,,说明书,,ID10说明书,,PM01,包装材料,个,
2630403NE,其他,,吸尘机说明书,,国外，220V，出荷兰,,PM01,包装材料,本,
2630406,其他,,ID10纸箱,,"410X375X510mm, KmKmK,卡通封口箱",,PM01,包装材料,个,
2630406F,其他,,ID10纸箱,,返工,,PM01,包装材料,个,
2630410,其他,,垫板,,Am3mA,,PM01,包装材料,个,
2630411,其他,,内卡,,"1060X365mm, A=A",,PM01,包装材料,个,
2630415,其他,,吸尘机说明书,,"国内,36V",,PM01,包装材料,本,
2630415HK,其他,,吸尘机说明书,,"英文,36V",,PM01,包装材料,本,
2630415KT,其他,,说明书,,ID10B说明书,,PM01,包装材料,个,
2710001,零配件,,机身总成,,"220V,国内",,SP05,半成品,个,
2710006,零配件,,机身总成,,36，国内,,SP05,半成品,个,
2710101,零配件,,尘箱,Dust Bag Housing,"LLDPE,浅灰色",,SP04,其它零件,个,
2710102,零配件,,尘箱盖,Cover,高温ABS(777B)，兰色,,SP01,塑胶件,个,
2710102KT,零配件,,尘箱盖,Cover,高温ABS(777B)，红色（HKS14）,,SP01,塑胶件,个,
2710103,零配件,,电机座,Motor Support,高温ABS(777B)，深灰色,,SP01,塑胶件,个,
2710104,零配件,,下减震圈,"Bottom Gasket,Motor",橡胶发泡（15-25°），黑色,,SP01,塑胶件,个,
2710105,零配件,,上减震圈,"Top Gasket,Motor",丁晴橡胶（45-50°），黑色,,SP01,塑胶件,个,
2710106,零配件,,电机压盘,"Cover,Motor","高温ABS(777B),深灰色",,SP01,塑胶件,个,
2710107,零配件,,散热板,,铝板，2mm,,SP02,五金件,个,
2710108,零配件,,单级干吸力泵,"Vac Motor,220V","CCL 220V ，850W,5.1"" 单级铁壳",,SP06,电机,个,原材料仓
2710108-1,零配件,,碳刷组件,,"V-BSC049018,用于CCL吸力泵2710108",,SP03,电子零件,个,原材料仓
2710108A,零配件,,单级干吸力泵,"Vac Motor,220V",带端子,,SP05,半成品,套,
2710109,零配件,,底板,Bottom Plate,铝板，2mm，深灰色哑光粉,,SP02,五金件,个,
2710110,零配件,,密封垫,Gasket，Exhaust Filter,橡胶发泡，单面带背胶,,SP01,塑胶件,个,
2710111,零配件,,HEPA过滤器,Exhaust Filter(HEPA),H13,,SP04,其它零件,个,
2710112,零配件,,底板密封垫,"Gasket,Bottom Plate",橡胶发泡，单面带背胶,,SP01,塑胶件,个,
2710113,零配件,,滤网支架,Filter Frame,"ABS757,深灰色",,SP01,塑胶件,个,
2710114,零配件,,电机底座密封垫,Gasket，Motor Support,橡胶发泡，单面带背胶,,SP01,塑胶件,个,
2710116,零配件,,旋转接头,,PP3015，深灰色,,SP01,塑胶件,个,
2710118,零配件,,尘箱盖密封垫,"Gasket,Cover",橡胶发泡，单面带背胶,,SP01,塑胶件,个,
2710119,零配件,,排气座,"Housing,Exhaust Filter","ABS757,深灰色",,SP01,塑胶件,个,
2710120,零配件,,排气门,Exhaust Filter Door,"ABS757,兰色",,SP01,塑胶件,个,
2710120KT,零配件,,排气门,Exhaust Filter Door,"ABS757,红色(HKS14)",,SP01,塑胶件,个,
2710121,零配件,,电机座固定板,"Mounting Cover,Motor",铝板，3mm，深灰色哑光粉,,SP02,五金件,个,
2710122,零配件,,接头,,PP3015，深灰色,,SP01,塑胶件,个,
2710123,零配件,,夹紧挡圈,,"65Mn,表面氧化",,SP02,五金件,个,
2710124,零配件,,海棉滤网,Filter,PU泡棉,,SP01,塑胶件,个,
2710125,零配件,,提手组件,,,,SP01,塑胶件,个,
2710125-1,零配件,,左肩背带,,带白色背带布,,SP01,塑胶件,个,
2710125-2,零配件,,右肩背带,,带白色背带布,,SP01,塑胶件,个,
2710125-3,零配件,,左固定钮,,,,SP01,塑胶件,个,
2710125-4,零配件,,右固定钮,,,,SP01,塑胶件,个,
2710126,零配件,,背板组件,Back Rest Assy,,,SP01,塑胶件,个,
2710127,零配件,,挂绳板,Cord Wrap,,,SP01,塑胶件,个,
2710128,零配件,,电源线,Power Cord,"H05VV-F3X1.0/3C,荧光黄，品字头母插+国标插头带保护套",,SP03,电子零件,条,
2710128EU,零配件,,电源线,,"H05VV-F3X1.0/3C,荧光黄，品字头母插+欧标插头带保护套",,SP03,电子零件,条,
2710128HK,零配件,,电源线,,"H05VV-F3X1.0/3C,荧光黄，品字头母插+英标插头带保护套",,SP03,电子零件,条,
2710129,零配件,,电源线,Cord,"H05VV-F3X0.75/3C,荧光黄，",,SP03,电子零件,条,
2710130,零配件,,电源线,Cord,"H05VV-F3X0.75/3C,荧光黄",,SP03,电子零件,条,
2710131,零配件,,消音棉,Triangular Lower Foam Pad,小波波浪棉,,SP01,塑胶件,个,
2710132,零配件,,电机罩消音棉,Silencer，Cover,,,SP01,塑胶件,个,
2710133,零配件,,尘箱消音棉,Silencer，Dust Bag Housing,,,SP01,塑胶件,个,
2710134,零配件,,电源线,Cord,"SJTW 14#/2C,荧光黄",,SP03,电子零件,条,
2710135,零配件,,上减震圈,,橡胶发泡（15-20°），黑色,,SP01,塑胶件,个,
2710136,零配件,,单级吸力泵,"Vac Motor,36V","CCL,36V,300W,5.1″单级铁壳",,SP06,电机,个,
2710136A,零配件,,单级干吸力泵,"Vac Motor,36V",带端子,,SP05,半成品,套,
2710137,零配件,,电池,"Battery,4.4AH","36V,4.4AH,塑胶盖为兰色",,SP03,电子零件,个,原材料仓
2710137KT,零配件,,电池,"Battery,4.4AH","36V,4.4AH,塑胶盖为红色（HKS14)",,SP03,电子零件,个,原材料仓
2710137KT-1,零配件,,电池上盖,,塑胶盖为红色（HKS14)，配2710137KT用,,SP01,塑胶件,个,
2710137KT-2,零配件,,电池下盖,,塑胶盖为红色(HKS14)，配2710137KT用,,SP01,塑胶件,个,
2710137KT-3,零配件,,电池提手,,塑胶盖为红色（HKS14)，配2710137KT用,,SP01,塑胶件,个,
2710138,零配件,,电池托盘组件,Battery Support,颜色为浅灰色,,SP03,电子零件,个,原材料仓
2710139,零配件,,充电器,Battery Charger(with CN plug),"SHC-8100L,充电线配国标插头",,SP03,电子零件,个,原材料仓
2710139-8,零配件,,充电器,,"SHC-8100L,输入：无输入线;输出：卡簧DC2.1;无正贴背贴贴纸,只有英文灯贴,100V-240V之间均需测试,不要说明书，带气泡袋，不要单独的小纸箱。",,SP03,电子零件,个,原材料仓
2710139G,零配件,,充电器,Battery Charger(with EU plug),"SHC-8100L,充电线配欧标插头",,SP03,电子零件,个,
2710139HK,零配件,,充电器,Battery Charger(with UK plug),"SHC-8100L,充电线配英标插头",,SP03,电子零件,个,
2710139JP,零配件,,充电器,,"SHC-8100L,充电线配日标插头",,SP03,电子零件,个,
2710139KT,零配件,,充电器,Battery Charger(with EU plug),"SHC-8100L,充电线配欧标插头,KENTER",,SP03,电子零件,个,
2710139P,零配件,,充电器,Battery Charger(with EU plug),充电器套装,,SP03,电子零件,个,
2710139U,零配件,,充电器,Battery Charger(with US plug),"SHC-8100L,充电线配美标插头",,SP03,电子零件,个,
2710140,零配件,,电池,"Battery,6.8AH","36V,6.8AH,塑胶盖为兰色",,SP03,电子零件,个,
2710141,零配件,,充电线,Charger Cord,充电线(配国标插头),,SP03,电子零件,个,
2710142,零配件,,充电线,Charger Cord(with  EU plug),充电线(配欧标插头),,SP03,电子零件,个,
2710143,零配件,,充电线,Charger Cord(with UK plug),充电线(配英标插头),,SP03,电子零件,个,
2710144,零配件,,充电线,Charger Cord(with US plug),充电线(配美标插头),,SP03,电子零件,个,
2710145,零配件,,电源线,Cord,"SJTW 14#/2C,荧光黄",,SP03,电子零件,条,
2710146,零配件,,单级干吸力泵,,"CCL 120V ，800W,5.1"" 单级铁壳",,SP06,电机,个,原材料仓
2710147,零配件,,充电线,,充电线(配日标插头),,SP03,电子零件,个,
2710148,零配件,,放电线,,附图,,SP03,电子零件,条,
2710150,零配件,,底板,,"高温ABS(777B),浅灰色",,SP01,塑胶件,个,
2710151,零配件,,KENTER标牌,Logo,滴胶,,SP04,其它零件,张,原材料仓
2710152,零配件,,警告贴纸,Warning Decal,"德文,背胶3M9448A",,PM01,包装材料,张,原材料仓
2710200,零配件,,开关组件,Switch Assy,iD8C,,SP05,半成品,个,
2710201,零配件,,开关盒后盖,"Front Cover,Switch","ABS757,深灰色",,SP01,塑胶件,个,
2710202,零配件,,开关盒前盖,"Back Cover,Switch","ABS757,深灰色",,SP01,塑胶件,个,
2710203,零配件,,无齿拉链布,Velcro,3M背胶,,SP04,其它零件,块,
2710210,零配件,,开关组件,Switch Assy,iD8B,,SP05,半成品,个,
2710300,零配件,,吸管总成∮35,HOSE ASSY,,,SP05,半成品,套,
2710301,零配件,,尘隔,Cloth Filter,"尘隔架LDPE, 本色",,SP04,其它零件,个,
2710302,零配件,,布尘袋,"VACUUM BAG,CLOTCH",,,SP04,其它零件,个,
2710303,零配件,,纸尘袋,PAPER BAG,,,SP04,其它零件,个,
2710307,其他,,吸尘机纸箱,,"330X330X590mm, KmKmK,卡通封口箱",,PM01,包装材料,个,
2710307F,其他,,吸尘机纸箱,,返工,,PM01,包装材料,个,
2710307KT,其他,,吸尘机纸箱,,"330X330X590mm, KmKmK,卡通封口箱，KENTER",,PM01,包装材料,个,
2710310,零配件,,附件总成,,∮35,,SP05,半成品,个,
2710310KT,其他,,说明书,,说明书套袋（中英文）,,PM01,包装材料,个,
2710317,其他,,锂电池操作标签,Decal,附图,,PM01,包装材料,张,原材料仓
2710318,其他,,标签,Decal,附图,,PM01,包装材料,张,原材料仓
2710319,其他,,货运标签,Decal,附图,,PM01,包装材料,张,原材料仓
2730301KT,其他,,说明书,,说明书套装（中英文）,,PM01,包装材料,个,
2730305,其他,,吸尘机说明书,,国内,,PM01,包装材料,本,
2730305EU,其他,,吸尘机说明书,,"国外,220V，英文",,PM01,包装材料,本,
2730310,其他,,吸尘机说明书,,国内，36V,,PM01,包装材料,本,
2730310EU,其他,,吸尘机说明书,,国外，英文，36V,,PM01,包装材料,本,
2730310KT,其他,,吸尘机说明书,,国外（KENTER），英文，36V,,PM01,包装材料,本,
2730310KTF,其他,,吸尘机说明书,,返工,,PM01,包装材料,本,
2910001,零配件,,肩背式吸尘器,,供应商(硕能)编号:BFV.ICE.1711C/1. FV2.5 ICE 240V CHINA 32MM,,SP05,半成品,台,原材料仓
2910005,零配件,,附件接头,,硕能编号:02.0010.0,,SP01,塑胶件,个,原材料仓
2910006,零配件,,ID8肩背式电源线,,供应商(硕能）编号：03.0037.03,,SP03,电子零件,条,原材料仓
2910007,零配件,,ID8纸尘袋,,供应商(硕能)编号：60.0095.0,,SP05,半成品,个,原材料仓
2910008,零配件,,综合耙,,苏州莱尔特 DS-575 直径32mm,,SP01,塑胶件,个,原材料仓
